doc_num,token
0140,"['1', '1', '1,710,000', '1.94', '11-mar-1987', '14', '18:36:05.15', '1986', '1986', '1986', '1987', '2.2', '2.67', '22.1', '23', '273,000', '3.25', '31', '31', '35.9', '4,397,000', '66', '7,527,000', 'asset', 'asset', 'asset', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'billion', 'billion', 'british', 'canada', 'canada', 'columbia', 'conting', 'corp', 'cost', 'cts', 'cts', 'cts', 'cts', 'cts', 'debit', 'defer', 'div', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'eight', 'end', 'exclud', 'exclud', 'extraordinari', 'extraordinari', 'govt', 'hong', 'hongkong', 'hongkong', 'involv', 'jan', 'kong', 'liabil', 'litig', 'loss', 'loss', 'loss', 'loss', 'loss', 'mln', 'mln', 'mln', 'mln', 'mln', 'net', 'net', 'net', 'net', 'net', 'note', 'nov', 'octob', 'oper', 'oper', 'oper', 'oper', 'period', 'potenti', 'prefer', 'profit', 'profit', 'profit', 'profit', 'profit', 'qtr', 'qtr', 'reassess', 'respect', 'sale', 'shanghai', 'shr', 'shr', 'shr', 'shr', 'shr', 'six', 'sold', 'st', 'st', 'tax', 'tax', 'three', 'two', 'u', 'unit', 'vs', 'vs', 'vs', 'vs', 'vs', 'year', 'yr']"
0141,"['-1', '-1', '05:03:38.51', '11', '2,240', '305', '9-mar-1987', 'agenc', 'agenc', 'amoco', 'amoco', 'amoco', 'area', 'around', 'barrel', 'basin', 'china', 'china', 'china', 'concess', 'corp', 'day', 'depth', 'detail', 'drill', 'find', 'find', 'gave', 'hua', 'liu', 'metr', 'new', 'news', 'news', 'offshor', 'oil', 'oil', 'pearl', 'per', 'petroleum', 'plan', 'produc', 'report', 'report', 'river', 'said', 'said', 'said', 'sea', 'sea', 'second', 'south', 'south', 'u', 'well', 'well', 'year']"
0142,"['05:12:17.12', '1988', '1995', '1996', '9-mar-1987', '950', 'advanc', 'advanc', 'also', 'although', 'billion', 'build', 'chosen', 'co', 'combust', 'complet', 'complet', 'consult', 'contract', 'contract', 'contract', 'contract', 'corp', 'cost', 'csp', 'delay', 'delay', 'design', 'dlrs', 'due', 'due', 'electr', 'electr', 'eleventh', 'end', 'engin', 'engin', 'engin', 'equip', 'februari', 'finalis', 'firm', 'futur', 'ge', 'general', 'inc', 'june', 'kepco', 'kepco', 'kepco', 'kepco', 'kepco', 'kepco', 'korea', 'korea', 'korea', 'korea', 'latest', 'light', 'lundi', 'megawatt', 'month', 'negoti', 'negoti', 'nuclear', 'nuclear', 'nuclear', 'optimist', 'own', 'plant', 'plant', 'plant', 'plant', 'power', 'power', 'power', 'pressuris', 'problem', 'reactor', 'reuter', 'said', 'said', 'said', 'said', 'sargent', 'servic', 'servic', 'sign', 'site', 'south', 'south', 'south', 'spokesman', 'spokesman', 'start', 'state', 'station', 'suppli', 'technolog', 'technolog', 'technolog', 'technolog', 'tenth', 'three', 'told', 'transfer', 'transfer', 'transfer', 'tug', 'turbin', 'two', 'two', 'two', 'u', 'vital', 'wage', 'want', 'war', 'water', 'within', 'work', 'yet']"
0143,"['-1', '-5', '05:19:27.56', '101', '12', '12', '1989', '1992', '26', '26', '4', '4', '8', '9-mar-1987', 'annual', 'bank', 'bank', 'call', 'co', 'coupon', 'declin', 'due', 'franc', 'franc', 'gotthard', 'guarante', 'issu', 'issu', 'issu', 'keiaisha', 'keiaisha', 'kyowa', 'lead', 'ltd', 'ltd', 'manag', 'march', 'mln', 'mln', 'note', 'note', 'note', 'pct', 'said', 'semi', 'septemb', 'straight', 'swiss', 'swiss', 'tokyo']"
0144,"['07:59:05.79', '10.5', '11', '9-mar-1987', 'bank', 'base', 'blah', 'blah', 'blah', 'cut', 'lend', 'nation', 'pct', 'pct', 'rate', 'say', 'westminst']"
0145,"['0.5', '08:08:57.16', '10.5', '9-mar-1987', 'afternoon', 'bank', 'bank', 'bank', 'base', 'base', 'base', 'continu', 'cut', 'cut', 'cut', 'earlier', 'eas', 'endors', 'england', 'follow', 'follow', 'gain', 'general', 'half', 'howev', 'last', 'lend', 'market', 'money', 'move', 'move', 'move', 'nation', 'nation', 'nation', 'pct', 'percentag', 'plc', 'point', 'point', 'pound', 'prematur', 'rate', 'rate', 'rate', 'rate', 'respond', 'said', 'said', 'signal', 'signal', 'sinc', 'strong', 'strong', 'surpris', 'today', 'week', 'westminst', 'westminst', 'westminst', 'would', 'would']"
0146,"['08:11:20.25', '14', '29', '4', '7', '9-mar-1987', 'annual', 'annual', 'april', 'compani', 'complet', 'corp', 'cts', 'declar', 'dividend', 'dividend', 'dividend', 'facil', 'facil', 'first', 'full', 'initi', 'may', 'name', 'note', 'novemb', 'offer', 'pay', 'public', 'record', 'semi', 'semi', 'sinc', 'u', 'u', 'usr']"
0147,"['08:13:16.75', '312.8', '62.5', '9-mar-1987', 'acquir', 'acquir', 'acquisit', 'activ', 'approv', 'asset', 'asset', 'associ', 'associ', 'associ', 'bank', 'bank', 'bay', 'bay', 'bay', 'beach', 'board', 'board', 'capit', 'cash', 'charter', 'conduct', 'contribut', 'corp', 'coverag', 'dlr', 'dlrs', 'fa', 'feder', 'feder', 'feder', 'firm', 'friday', 'home', 'indemnifi', 'insur', 'l', 'l', 'liabil', 'liabil', 'loan', 'loan', 'loan', 'loan', 'loss', 'lp', 'make', 'mln', 'mln', 'newport', 'pacif', 'pacif', 'pacif', 'pacif', 'pacif', 'provid', 'said', 'said', 'said', 'said', 'save', 'save', 'save', 'save', 'south', 'south', 'south', 'spf', 'standard', 'standard', 'standard', 'standard', 'standard', 'state', 'stock', 'stock', 'substanti', 'undisclos', 'washington', 'weekend']"
0148,"['08:13:36.29', '1', '9-mar-1987', 'action', 'addit', 'african', 'african', 'african', 'allow', 'announc', 'anti', 'apartheid', 'appli', 'bill', 'clarif', 'comprehens', 'congress', 'congress', 'control', 'countri', 'decis', 'depart', 'export', 'fall', 'fall', 'felt', 'friday', 'good', 'hurt', 'import', 'import', 'import', 'import', 'industri', 'intend', 'juli', 'last', 'last', 'late', 'law', 'made', 'ore', 'ore', 'organ', 'oxid', 'oxid', 'pass', 'pass', 'pend', 'permit', 'permit', 'presid', 'process', 'reagan', 'repair', 'said', 'said', 'said', 'sanction', 'sanction', 'servic', 'south', 'south', 'south', 'state', 'temporari', 'temporarili', 'temporarili', 'third', 'took', 'treasuri', 'treasuri', 'treasuri', 'u', 'u', 'u', 'u', 'uranium', 'uranium', 'uranium', 'veto', 'would', 'would']"
0149,"['08:15:28.61', '9-mar-1987', 'administr', 'area', 'arm', 'bring', 'case', 'charg', 'conspiraci', 'could', 'current', 'defraud', 'enforc', 'expect', 'expect', 'fals', 'feloni', 'focus', 'former', 'govern', 'govern', 'govern', 'identifi', 'includ', 'includ', 'indict', 'indict', 'investig', 'investig', 'iran', 'iran', 'justic', 'knowledg', 'law', 'lawrenc', 'make', 'new', 'obstruct', 'offici', 'offici', 'offici', 'paper', 'paper', 'prosecutor', 'prosecutor', 'prosecutor', 'quot', 'reagan', 'report', 'rule', 'said', 'say', 'say', 'scandal', 'scandal', 'senior', 'special', 'special', 'statement', 'suspect', 'three', 'time', 'walsh', 'york']"
0150,"['08:15:42.31', '27', '9-mar-1987', 'activ', 'affect', 'affili', 'ahead', 'almost', 'also', 'among', 'apart', 'appear', 'aris', 'arrang', 'bang', 'bar', 'base', 'big', 'brokerag', 'brokerag', 'busi', 'clarif', 'close', 'close', 'comment', 'compromis', 'could', 'could', 'could', 'could', 'cours', 'date', 'dealer', 'demis', 'develop', 'disadvantag', 'done', 'due', 'exchang', 'exchang', 'exchang', 'exchang', 'exchang', 'exchang', 'exchang', 'exchang', 'exchang', 'exchang', 'exchang', 'exchang', 'exchang', 'exist', 'expans', 'expect', 'firm', 'firm', 'firm', 'floor', 'floor', 'floor', 'floor', 'floor', 'global', 'goe', 'ident', 'interest', 'interlist', 'last', 'limit', 'list', 'lobbi', 'london', 'london', 'london', 'london', 'london', 'london', 'london', 'london', 'london', 'london', 'london', 'market', 'market', 'market', 'member', 'member', 'member', 'might', 'month', 'need', 'new', 'non', 'nyse', 'nyse', 'nyse', 'nyse', 'nyse', 'nyse', 'nyse', 'nyse', 'nyse', 'nyse', 'octob', 'offic', 'open', 'option', 'part', 'period', 'plan', 'plan', 'point', 'possess', 'possibl', 'press', 'presum', 'put', 'reach', 'reciproc', 'recognis', 'reflect', 'report', 'requir', 'restrict', 'restructur', 'rule', 'rule', 'rule', 'rule', 'said', 'said', 'said', 'said', 'said', 'screen', 'secur', 'seek', 'set', 'sourc', 'sourc', 'sourc', 'sourc', 'sourc', 'start', 'statement', 'stem', 'stock', 'stock', 'stock', 'stock', 'stock', 'telephon', 'thing', 'though', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'tradit', 'u', 'u', 'use', 'well', 'well', 'wide', 'would', 'would', 'yet', 'york']"
0151,"['09:24:40.64', '1.6', '173,000', '19', '1985', '2.2', '2.4', '44.2', '5-mar-1987', '52.6', '67.2', '75', 'accord', 'addit', 'apprais', 'barrel', 'barrel', 'bcf', 'billion', 'canadian', 'cubic', 'current', 'dlrs', 'dlrs', 'dlrs', 'end', 'feet', 'gas', 'gas', 'gas', 'gas', 'gas', 'gas', 'increas', 'increas', 'independ', 'liquid', 'ltd', 'ltd', 'mln', 'mln', 'mln', 'mln', 'natur', 'natur', 'natur', 'oil', 'oil', 'oil', 'oil', 'oil', 'orbit', 'orbit', 'orbit', 'orbit', 'own', 'pct', 'pct', 'report', 'reserv', 'reserv', 'reserv', 'reserv', 'resourc', 'said', 'said', 'said', 'sienna', 'valu', 'valu', 'valu', 'year']"
0152,"['09:24:55.56', '13,000', '1986', '1987', '2,000', '233.91', '5-mar-1987', '6', 'accept', 'accept', 'addit', 'agricultur', 'announc', 'august', 'avail', 'bid', 'bid', 'bonus', 'bonus', 'bonus', 'bonus', 'ccc', 'ccc', 'ccc', 'commod', 'commod', 'corp', 'corpor', 'cover', 'credit', 'depart', 'depart', 'dlrs', 'egypt', 'egypt', 'egypt', 'enhanc', 'export', 'export', 'form', 'initi', 'intern', 'june', 'made', 'multifood', 'paid', 'per', 'program', 'said', 'said', 'said', 'said', 'sale', 'semolina', 'semolina', 'semolina', 'semolina', 'shipment', 'still', 'stock', 'tonn', 'tonn', 'tonn', 'u']"
0153,"['09:26:07.38', '1', '40', '5-mar-1987', 'advertis', 'agenc', 'alcatel', 'although', 'announc', 'balladur', 'cge', 'cge', 'cge', 'channel', 'cie', 'cie', 'cie', 'close', 'close', 'corp', 'cours', 'creat', 'date', 'de', 'de', 'deal', 'decemb', 'earli', 'earlier', 'edouard', 'electricit', 'engin', 'expect', 'financ', 'financ', 'financi', 'financier', 'first', 'first', 'first', 'floatat', 'follow', 'franc', 'french', 'general', 'glass', 'gobain', 'govern', 'group', 'group', 'group', 'group', 'group', 'group', 'hava', 'heel', 'industri', 'interest', 'itt', 'itt', 'januari', 'largest', 'last', 'like', 'like', 'maker', 'market', 'may', 'may', 'may', 'minist', 'ministri', 'month', 'n', 'name', 'nuclear', 'oper', 'oversubscrib', 'own', 'p', 'p', 'pari', 'pariba', 'privat', 'privatis', 'privatis', 'privatis', 'privatis', 'privatis', 'rang', 'recent', 'result', 'return', 'said', 'said', 'saint', 'second', 'sector', 'sgep', 'shipbuild', 'simpli', 'sourc', 'state', 'state', 'struck', 'telecommun', 'telecommun', 'televis', 'tf', 'time', 'world', 'would', 'year', 'year']"
0154,"['09:26:17.58', '16', '20', '20', '20', '40', '49', '5-mar-1987', '80', '80', 'ab', 'accept', 'acquir', 'ad', 'ag', 'alreadi', 'also', 'american', 'announc', 'anonym', 'appli', 'appli', 'applic', 'april', 'associ', 'associ', 'b', 'balladur', 'base', 'battl', 'bid', 'bid', 'bid', 'bouygu', 'busi', 'buy', 'buy', 'candidaci', 'centr', 'cgct', 'cgct', 'cgct', 'cgct', 'cgct', 'cgct', 'cie', 'cie', 'close', 'co', 'come', 'compani', 'consortia', 'construct', 'construct', 'control', 'de', 'de', 'decid', 'defenc', 'detail', 'du', 'dutch', 'edouard', 'electron', 'electron', 'end', 'equip', 'ericsson', 'f', 'financ', 'financ', 'five', 'five', 'five', 'foothold', 'foreign', 'french', 'french', 'french', 'french', 'french', 'french', 'french', 'french', 'french', 'fund', 'gain', 'gave', 'general', 'german', 'giant', 'give', 'given', 'gloeilampenfabriek', 'govern', 'group', 'group', 'group', 'group', 'group', 'group', 'group', 'hand', 'hold', 'hold', 'hope', 'industri', 'interest', 'invest', 'jeumont', 'joint', 'last', 'law', 'left', 'limit', 'lm', 'manufactur', 'market', 'market', 'matra', 'matra', 'maximum', 'mcdp', 'midi', 'minist', 'ministri', 'n', 'nv', 'own', 'owner', 'p', 'pass', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'permit', 'pglo', 'philip', 'philip', 'potenti', 'present', 'privat', 'privatis', 'public', 'remain', 'sa', 'said', 'said', 'sat', 'schneider', 'second', 'sever', 'sever', 'sieg', 'siemen', 'societ', 'sourc', 'sourc', 'stake', 'stake', 'state', 'submit', 'subsidiari', 'sweden', 'switch', 'take', 'take', 'team', 'telecommun', 'telecommun', 'telecommun', 'telecommun', 'telegraph', 'telephon', 'telephon', 'telephon', 'telephon', 'telephon', 'telephoniqu', 'two', 'u', 'v', 'want', 'west', 'would', 'year', 'year']"
0155,"['09:27:39.53', '108', '170', '1988', '1988', '1988', '20', '40', '40', '40', '5-mar-1987', 'aim', 'alreadi', 'also', 'although', 'although', 'back', 'back', 'billion', 'billion', 'billion', 'billion', 'billion', 'billion', 'budget', 'budget', 'budget', 'budget', 'budget', 'budget', 'build', 'caught', 'chairman', 'claim', 'committe', 'committe', 'committe', 'committe', 'committe', 'committe', 'committe', 'congress', 'congression', 'congression', 'congressmen', 'congressmen', 'consid', 'cool', 'cut', 'cut', 'cut', 'cut', 'cut', 'defer', 'deficit', 'deficit', 'deficit', 'deficit', 'democrat', 'democrat', 'dlr', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'due', 'estim', 'estim', 'favor', 'fire', 'float', 'general', 'gramm', 'gray', 'half', 'half', 'half', 'half', 'hike', 'hous', 'hous', 'howev', 'idea', 'increas', 'jim', 'lobbi', 'made', 'move', 'move', 'neither', 'nonpartisan', 'offic', 'outsid', 'plan', 'plan', 'plan', 'plan', 'plan', 'privat', 'public', 'rais', 'reach', 'reduc', 'remaind', 'reuter', 'revenu', 'rudman', 'said', 'said', 'say', 'seek', 'seen', 'sourc', 'sourc', 'sourc', 'speaker', 'speaker', 'speaker', 'specif', 'spend', 'spirit', 'stock', 'stock', 'suggest', 'suggest', 'support', 'support', 'support', 'target', 'tax', 'tax', 'tax', 'tax', 'tax', 'tax', 'told', 'transfer', 'u', 'wealthi', 'william', 'wright', 'wright', 'yet']"
0156,"['09:31:01.67', '13', '36', '48', '5-mar-1987', '70', 'airport', 'anatolia', 'anoth', 'ataturk', 'black', 'blizzard', 'blizzard', 'bosphorus', 'bosphorus', 'central', 'citi', 'close', 'close', 'cms', 'condit', 'condit', 'continu', 'day', 'day', 'deep', 'fall', 'halt', 'hour', 'improv', 'intern', 'istanbul', 'istanbul', 'istanbul', 'kph', 'larg', 'least', 'marmara', 'northwest', 'offici', 'paralys', 'pile', 'port', 'predict', 'relief', 'report', 'run', 'said', 'sea', 'sea', 'second', 'ship', 'sinc', 'six', 'snow', 'snow', 'two', 'vessel', 'wait', 'waterway', 'weather', 'whip', 'wind', 'yesterday']"
0157,"['09:33:06.03', '5-mar-1987', '95', 'acquir', 'acquisit', 'acquisit', 'ad', 'aggreg', 'also', 'american', 'anglo', 'arrang', 'arrang', 'asset', 'asset', 'b', 'board', 'board', 'capit', 'capit', 'cash', 'certain', 'confid', 'confid', 'confid', 'control', 'day', 'director', 'domest', 'entiti', 'express', 'financ', 'financ', 'financ', 'financ', 'financi', 'fund', 'fund', 'fund', 'fund', 'fund', 'fund', 'fund', 'grace', 'grace', 'group', 'group', 'group', 'group', 'group', 'iii', 'includ', 'institut', 'institut', 'interest', 'japan', 'japan', 'japan', 'japan', 'japan', 'jpn', 'l', 'l', 'manag', 'meet', 'net', 'number', 'oversea', 'p', 'p', 'past', 'pct', 'picken', 'propos', 'propos', 'propos', 'provid', 'quick', 'reason', 'recommend', 'recommend', 'said', 'said', 'said', 'secur', 'seeker', 'serious', 'sharehold', 'sterl', 'sterl', 'transact', 'tuesday', 'valu', 'will']"
0158,"['09:34:02.54', '12', '25.6', '25.6', '32', '5-mar-1987', '67,000', '800', 'administr', 'africa', 'africa', 'african', 'african', 'aid', 'aid', 'aid', 'aid', 'aid', 'alreadi', 'also', 'anyi', 'anyi', 'area', 'around', 'bank', 'bank', 'bank', 'bank', 'belgium', 'britain', 'burundi', 'buy', 'canada', 'cargo', 'carri', 'coffe', 'communiti', 'confer', 'contribut', 'copperbelt', 'corpor', 'countri', 'dar', 'dar', 'denmark', 'depend', 'develop', 'dlrs', 'dlrs', 'donor', 'eas', 'effort', 'emerg', 'enabl', 'es', 'es', 'european', 'european', 'first', 'germani', 'grow', 'intern', 'intern', 'itali', 'kilimanjaro', 'lake', 'lake', 'landlock', 'link', 'link', 'locomot', 'minist', 'mln', 'mln', 'month', 'mount', 'mustafa', 'network', 'new', 'next', 'northern', 'nyang', 'nyang', 'one', 'overhaul', 'packag', 'packag', 'part', 'port', 'port', 'program', 'rail', 'railway', 'railway', 'railway', 'railway', 'receiv', 'repair', 'replac', 'return', 'reuter', 'rout', 'run', 'run', 'said', 'said', 'salaam', 'salaam', 'secur', 'secur', 'separ', 'sleeper', 'south', 'southern', 'spare', 'sponsor', 'state', 'state', 'substanti', 'sweden', 'system', 'tanga', 'tanganyika', 'tanzania', 'tanzania', 'tanzanian', 'told', 'trade', 'transport', 'trc', 'trc', 'trc', 'trc', 'uganda', 'victoria', 'wagon', 'west', 'world', 'world', 'would', 'year', 'york', 'zair', 'zambia', 'zambian']"
0159,"['09:34:13.71', '1,167,000', '11', '12,141,000', '18.0', '2,665,000', '20', '202,000', '3', '31', '35', '35.1', '4,653,000', '5,993,000', '5-mar-1987', 'cts', 'cts', 'cts', 'cts', 'dec', 'gold', 'inc', 'loss', 'loss', 'loss', 'loss', 'mln', 'mln', 'mths', 'net', 'net', 'net', 'nine', 'pegasus', 'pgulf', 'profit', 'profit', 'profit', 'profit', 'qtr', 'rd', 'rev', 'rev', 'shr', 'shr', 'two', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs']"
0160,"['09:34:57.56', '104', '28', '5-mar-1987', '98', 'bradle', 'bradle', 'combin', 'compani', 'compar', 'condit', 'consum', 'cos', 'demand', 'depart', 'difficult', 'discount', 'divis', 'dlrs', 'dlrs', 'due', 'easter', 'end', 'februari', 'februari', 'four', 'inc', 'increas', 'later', 'mln', 'mln', 'modest', 'northeast', 'pct', 'pct', 'possibl', 'said', 'said', 'sale', 'sale', 'sale', 'sale', 'shop', 'shop', 'shp', 'six', 'slow', 'stop', 'stop', 'store', 'store', 'store', 'three', 'weather', 'week', 'year', 'year']"
0161,"['09:21:39.11', '3-mar-1987', 'assum', 'c', 'c', 'chairman', 'chief', 'corp', 'corp', 'davi', 'given', 'midcon', 'midcon', 'occident', 'occident', 'offic', 'offici', 'oper', 'oxi', 'oxi', 'petroleum', 'presid', 'reason', 'repons', 'resign', 'resign', 'said', 'subsidiari', 'terpstra', 'william']"
0162,"['09:25:48.88', '120', '120', '3-mar-1987', 'addit', 'aim', 'arrang', 'avail', 'banca', 'bank', 'bank', 'bnl', 'bnl', 'bnl', 'bnl', 'bnl', 'bnl', 'bnl', 'bond', 'bond', 'boston', 'boston', 'branch', 'capit', 'carri', 'confer', 'consortium', 'convert', 'convert', 'convert', 'credit', 'credit', 'del', 'depositari', 'detail', 'dlr', 'dlrs', 'efibanca', 'equiti', 'eurobond', 'euromarket', 'exchang', 'financi', 'first', 'first', 'first', 'five', 'five', 'foreign', 'foreign', 'futur', 'immedi', 'increas', 'institut', 'intern', 'investor', 'issu', 'issu', 'issu', 'issu', 'issu', 'issu', 'issu', 'issu', 'itali', 'itali', 'italian', 'lavoro', 'lead', 'led', 'link', 'list', 'list', 'london', 'ltd', 'luxembourg', 'main', 'manag', 'march', 'market', 'mid', 'mln', 'mln', 'nazional', 'nerio', 'nesi', 'news', 'number', 'obtain', 'offici', 'offici', 'oper', 'oper', 'oper', 'ordinari', 'own', 'place', 'place', 'presid', 'privat', 'receipt', 'said', 'said', 'said', 'said', 'said', 'said', 'save', 'save', 'schedul', 'share', 'share', 'share', 'state', 'stock', 'subsidiari', 'suiss', 'suiss', 'time', 'told', 'unspecifi', 'view', 'warrant', 'within', 'would', 'would', 'would', 'would', 'would', 'year', 'year']"
0163,"['-300', '-600', '-80', '09:27:51.06', '15', '1988', '2', '25', '3-mar-1987', '300', '650', '650', '767', 'airbus', 'aircraft', 'amr', 'amr', 'amr', 'amr', 'announc', 'ar', 'ba', 'boe', 'cfgc', 'co', 'co', 'commerci', 'compani', 'corp', 'deliveri', 'dlrs', 'dlrs', 'earli', 'earlier', 'electr', 'engin', 'engin', 'er', 'ever', 'ge', 'ge', 'ge', 'ge', 'general', 'industri', 'largest', 'mln', 'mln', 'new', 'one', 'oprder', 'order', 'order', 'order', 'power', 'receiv', 'said', 'said', 'said', 'say', 'singl', 'start', 'today', 'twinjet', 'worth', 'worth']"
0164,"['09:30:07.60', '1.93', '16', '1986', '24.8', '3-mar-1987', '32.7', '4,479,000', '51,187,000', '53,412,000', 'coal', 'cts', 'dlr', 'dlrs', 'includ', 'loss', 'loss', 'loss', 'ltd', 'miner', 'mln', 'mln', 'net', 'net', 'note', 'oper', 'oper', 'precambrian', 'profit', 'profit', 'properti', 'resourc', 'rev', 'shield', 'shr', 'shr', 'u', 'uneconom', 'vs', 'vs', 'vs', 'writedown', 'year']"
0165,"['-13', '-13', '-7', '09:30:48.45', '10', '10', '10', '120', '16', '16', '3-mar-1987', '315', '437', '437', '450', '461', '8', 'addit', 'afternoon', 'also', 'assist', 'band', 'band', 'band', 'bank', 'bank', 'bank', 'bank', 'bill', 'bill', 'bought', 'bring', 'central', 'compar', 'compris', 'england', 'far', 'forecast', 'given', 'help', 'help', 'k', 'made', 'market', 'market', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'money', 'money', 'one', 'outright', 'pct', 'pct', 'pct', 'provid', 'purchas', 'revis', 'said', 'session', 'shortag', 'stg', 'stg', 'stg', 'stg', 'stg', 'stg', 'stg', 'today', 'total', 'treasuri', 'two', 'two', 'two', 'u']"
